Phucanh product,Gearvn product,Fpt product,Gearvn similarity,Fpt similarity
Dell Latitude L34401355U08512G,Dell Latitude 3520 P108F001 70280538,Dell Vostro V3520 i5 1235U_71030559,0.6363636363636364,0.46153846153846156
Dell Latitude L54401355U16512G,Dell Latitude 3520 P108F001 70280538,Dell Vostro V3520 i5 1235U_71030559,0.5757575757575757,0.46153846153846156
HP ProBook 450 G10 9H8W0PT,Dell Vostro 3430 71011900,HP ProBook 440 G10 i7 1360P,0.43137254901960786,0.7547169811320755
HP ProBook 450 G10 873J6PA 16GB,HP Pavilion 15 eg3111TU 8U6L8PA,HP ProBook 440 G10 i7 1360P,0.4516129032258065,0.7586206896551724
MSI Modern 14 C11M-011VN,MSI Modern 14 C11M 011VN,MSI Modern 14 C7M-221VN R7 7730U,0.9583333333333334,0.7142857142857143
Asus TUF Gaming FX506HF-HN014W,gaming ASUS TUF Gaming F15 FX506HF HN078W,Asus TUF Gaming FX506HF-HN017W i5 11400H,0.676056338028169,0.8285714285714285
Asus Vivobook Pro 16 K6602VV-MX077W,Asus VivoBook 14 OLED M1405YA KM047W,Asus Vivobook Pro K3405VC-KM070W i9 13900H,0.5915492957746479,0.6753246753246753
Asus Zenbook UX3402VA-KM085W,ASUS Zenbook 14 OLED UX3402VA KM085W,Asus Zenbook 14 OLED UX3402VA-KM068W i7 1360P,0.75,0.7397260273972603
MSI Gaming Cyborg 15 A12VE 240VN,gaming MSI Cyborg 15 A12VE 240VN,MSI Gaming Cyborg 15 A12UCX-618VN i5 12450H,0.84375,0.7733333333333333
HP Envy X360 13-bf0112TU 7C0N9PA,HP Pavilion 15 eg3112TU 8U6L9PA,HP Pavilion X360 14-ek1047TU i7-1355U,0.5079365079365079,0.49275362318840576
MSI Modern 15 B13M-297VN,MSI Modern 15 B13M 297VN,MSI Modern 15 B13M-438VN i5 1335U,0.9583333333333334,0.736842105263158
Asus Vivobook 14X OLED S3405VA-KM071W,Asus VivoBook 14 OLED M1405YA KM047W,Asus Vivobook S3405VA-KM071W i9 13900H,0.821917808219178,0.7466666666666666
LG Gram 2023 14ZD90R-G.AX51A5,LG Gram 2023 14Z90R GAH75A5,LG Gram 14T90R-G.AH55A5 i5 1340P,0.8571428571428572,0.6557377049180328
Màn hình LG Gram+View 16MR70.ASDA5 / 60HZ/ 350cd/m²/ IPS),LG Gram Style 16Z90RS GAH54A5,LG Gram 14T90R-G.AH55A5 i5 1340P,0.37209302325581395,0.4269662921348315
LG Gram 2023 14Z90RS-G.AH54A5,LG Gram 2023 14Z90R GAH75A5,LG Gram 14T90R-G.AH55A5 i5 1340P,0.8928571428571429,0.6885245901639344
MSI Gaming GF63 Thin 11UC-1228VN,gaming MSI GF63 Thin 12VE 460VN,MSI Gaming GF63 Thin 11UC-1228VN i7 11800H,0.6349206349206349,0.8648648648648649
Asus TUF Gaming FA507NU-LP034W,gaming ASUS TUF Gaming A15 FA507NU LP131W,Asus TUF Gaming FA507NU-LP034W R7 7735HS,0.676056338028169,0.8571428571428572
Asus Zenbook UX3402VA-KM068W,ASUS Zenbook 14 OLED UX3402VA KM068W,Asus Zenbook 14 OLED UX3402VA-KM068W i7 1360P,0.75,0.7671232876712328
Gigabyte Gaming G5 MF E2VN333SH,gaming Gigabyte G5 MF E2VN333SH,Gigabyte Gaming G5 MF-F2VN313SH i5 12450H,0.7741935483870968,0.7777777777777778
Microsoft Surface Pro 9,gaming Acer Predator Helios 16 PH16 72 95ZM,Lenovo Legion Pro 5 16IRX9 i9 14900HX,0.33333333333333337,0.33333333333333337
Asus Vivobook X415EA-EK2043W,Asus VivoBook 14 OLED M1405YA KM047W,Asus Vivobook X1404ZA-NK387W i3 1215U,0.65625,0.6461538461538461
Asus Vivobook 15X OLED S3504VA-L1226W,Asus Vivobook 15 OLED A1505VA L1201W,Asus Vivobook 15 OLED A1505VA-L1113W i5 13500H,0.821917808219178,0.7228915662650602
Asus Zenbook S13 OLED UX5304VA-NQ126W,Asus ZenBook Flip OLED UP3404VA KN038W,Asus Zenbook 14 OLED UX3402VA-KM068W i7 1360P,0.6933333333333334,0.7073170731707317
Lenovo IdeaPad Slim 5 14IRL8 OLED,Lenovo IdeaPad Slim 5 14IMH9 83DA001NVN,Lenovo IdeaPad Slim 5 14IRL8 i5-13500H,0.75,0.8169014084507042
Lenovo IdeaPad Slim 5 16IAH8,Lenovo IdeaPad Slim 5 14IMH9 83DA001NVN,Lenovo IdeaPad Slim 5 16IAH8 i5 12450H,0.7761194029850746,0.8484848484848485
Lenovo ThinkPad X1 Carbon Gen 11,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkPad X1 Carbon Gen 9 i7-1165G7/20XW00GDVN,0.7058823529411764,0.7619047619047619
Lenovo ThinkPad X1 Carbon Gen 11,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkPad X1 Carbon Gen 9 i7-1165G7/20XW00GDVN,0.7058823529411764,0.7619047619047619
MSI Modern 15 B7M-238VN,MSI Modern 15 C13M 438VN,MSI Modern 15 B7M-238VN R7 7730U,0.8085106382978724,0.8363636363636364
MSI Modern 15 B7M-231VN,MSI Modern 15 B13M 297VN,MSI Modern 15 B7M-231VN R5 7530U,0.8085106382978724,0.8363636363636364
HP ProBook 440 G10 873A2PA,HP Pavilion 15 eg3091TU 8C5L2PA,HP ProBook 440 G10 i7 1360P,0.45614035087719296,0.8301886792452831
HP ProBook 440 G10 873B8PA,HP Pavilion 15 eg3111TU 8U6L8PA,HP ProBook 440 G10 i7 1360P,0.45614035087719296,0.8301886792452831
HP ProBook 440 G10 873A9PA,HP Pavilion 15 eg3112TU 8U6L9PA,HP ProBook 440 G10 i7 1360P,0.45614035087719296,0.8301886792452831
HP ProBook 450 G10 873L0PA,HP Pavilion 15 eg3091TU 8C5L2PA,HP ProBook 440 G10 i7 1360P,0.49122807017543857,0.8301886792452831
Lenovo ThinkPad E16 GEN 1 21JN006AVA,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkPad E16 G1 i5 13500H,0.8611111111111112,0.7647058823529411
Asus TUF Gaming FX507ZC4-HN099W,gaming ASUS TUF Gaming F15 FX507ZV4 LP042W,Asus TUF Gaming FX507ZC4-HN095W i5 12500H,0.6027397260273972,0.8333333333333334
Lenovo ThinkPad T14S GEN 4 21F6007TVN,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkPad E16 G1 i5 13500H,0.7397260273972603,0.6956521739130435
HP 15 fd0079TU 8D732PA,HP Pavilion 15 eg3091TU 8C5L2PA,HP 15-fd0079TU i5 1335U,0.5660377358490566,0.6666666666666667
MSI Gaming Katana 15 B13VGK-1211VN,gaming MSI Katana 15 B13VEK 252VN,MSI Gaming Katana 15 B13VFK-676VN i7 13620H,0.7164179104477613,0.7532467532467533
Lenovo V14 G4 IRU 83A0000GVN,Lenovo V14 G4 IRU 83A0000TVN,Lenovo V14 G4 IRU i5 1335U,0.9642857142857143,0.7037037037037037
Lenovo ThinkPad E14 GEN 5 21JK006HVA,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkPad E16 G1 i5 13500H,0.7777777777777778,0.7941176470588236
Dell Vostro 3430 60YGM,Dell Vostro 3430 71011900,Dell Vostro V3520 i5 1235U_71030559,0.7659574468085106,0.5614035087719298
Dell Inspiron 5430 20DY31,Dell Inspiron 15 3530 i5U085W11BLU,Dell Inspiron 15 N3520 i5 1235U,0.6779661016949152,0.7142857142857143
Gigabyte Gaming G5 MF F2PH333SH,gaming Gigabyte G5 MF F2PH333SH,Gigabyte Gaming G5 MF-F2VN313SH i5 12450H,0.7741935483870968,0.75
Dell XPS 13  Plus 9320 1Y0WG OLED,Dell XPS 13 Plus 71013325,Dell Inspiron 15 N3520 i5 1235U,0.6551724137931034,0.40625
HP Pavilion 15-eg3033TX 8U6L6PA,HP Pavilion 15 eg3111TU 8U6L8PA,HP Pavilion 15-eg3095TU i5 1335U,0.8064516129032258,0.6984126984126984
HP Pavilion 15-eg3035TX 8U6L7PA,HP Pavilion 15 eg3111TU 8U6L8PA,HP Pavilion 15-eg3095TU i5 1335U,0.8064516129032258,0.7301587301587302
HP Pavilion 15-eg3112TU 8U6L9PA,HP Pavilion 15 eg3112TU 8U6L9PA,HP Pavilion 15-eg3112TU i7 1355U,0.967741935483871,0.7936507936507937
Asus Vivobook X1502ZA-BQ126W,Asus Vivobook 15 OLED A1505VA L1201W,Asus Vivobook X1502ZA-BQ126W i5 1240P,0.65625,0.8615384615384616
Dell Latitude 5520,Dell Latitude 3520 P108F001 70280538,Dell Inspiron 15 N3520 i5 1235U,0.6296296296296297,0.44897959183673475
Dell Latitude 3420 L3420I5SSDF512B,Dell Latitude 3520 P108F001 70280538,Dell Vostro V3520 i5 1235U_71030559,0.6285714285714286,0.4347826086956522
MSI Gaming Cyborg 15 A12UDX-621VN,Gaming MSI Cyborg 15 A12UCX 281VN,MSI Gaming Cyborg 15 A12UCX-618VN i5 12450H,0.7878787878787878,0.8157894736842105
Lenovo ThinkPad X13 GEN 4 21EX006RVA,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkPad E16 G1 i5 13500H,0.7222222222222222,0.7058823529411764
Lenovo ThinkPad P14s G4 21HF003PVN OLED,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkPad E16 G1 i5 13500H,0.6933333333333334,0.647887323943662
Lenovo Legion Gaming 5 Pro 16IRX8,gaming Lenovo Legion Pro 5 16IRX9 83DF0047VN,Lenovo Legion Pro 5 16IRX9 i9 14900HX,0.6233766233766234,0.6571428571428571
Lenovo IdeaPad Slim 3 15IAU7,Lenovo IdeaPad 3 15IAU7 82RK001PVN,Lenovo IdeaPad Slim 5 14IMH9 U7-155H,0.7419354838709677,0.78125
Lenovo LOQ Gaming 15IRH8,gaming Lenovo LOQ 15IRH8 82XV00Q4VN,Lenovo Gaming LOQ - 15IRX9 i7 13650HX,0.576271186440678,0.6229508196721312
Asus Vivobook 14X OLED K3405ZF-KM086W,Asus VivoBook 14 OLED M1405YA KM047W,Asus Vivobook Pro K3405ZF-KM184W i5-12500H,0.7671232876712328,0.6835443037974683
Asus Vivobook X1404ZA-NK300W,Asus VivoBook 14 OLED M1405YA KM047W,Asus Vivobook X1404ZA-NK387W i3 1215U,0.625,0.8
Asus Vivobook M1405YA-KM047W,Asus VivoBook 14 OLED M1405YA KM047W,Asus Vivobook M1605YA-MB303W R7 7730U,0.8125,0.7384615384615385
Lenovo IdeaPad Slim 5 14IAL7,Lenovo IdeaPad Slim 5 14IMH9 83DA001NVN,Lenovo IdeaPad Slim 5 14IMH9 U7-155H,0.7761194029850746,0.8125
Lenovo ThinkPad P16s G2 21HK003CVA,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkPad E16 G1 i5 13500H,0.7428571428571429,0.7272727272727273
Lenovo ThinkPad P16s G2 OLED 4K,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkPad E16 G1 i5 13500H,0.6567164179104478,0.6984126984126984
Asus TUF Gaming FX507ZU4-LP040W,gaming ASUS TUF Gaming F15 FX507ZV4 LP042W,Asus TUF Gaming FX507ZV4-LP042W i7 12700H,0.6849315068493151,0.8055555555555556
Apple Macbook Pro 14 MRX43SA/A,ASUS Expertbook B1 B1402CBA NK1535W,MacBook Pro 14 2023 M3 Max 14 CPU/30 GPU/36GB/1TB,0.4,0.45569620253164556
Apple Macbook Pro 16 MUW63SA/A,ASUS Vivobook 16 M1605YA MB303W,MacBook Pro 16 2023 M3 Max 14 CPU/30 GPU/36GB/1TB,0.42622950819672134,0.45569620253164556
Lenovo Legion Gaming Slim 5 16IRH8,gaming Lenovo Legion Slim 5 16APH8 82Y9002YVN,Lenovo Gaming Legion 5 16IRX9 i7-14650HX,0.6329113924050633,0.6216216216216216
Gigabyte Gaming G5 MF5 H2VN353SH,gaming Gigabyte G5 MF5 H2VN353SH,Gigabyte Gaming G5 MF5-H2VN353SH i7 13620H,0.78125,0.8378378378378378
Lenovo IdeaPad Slim 5 14IRL8 OLED,Lenovo IdeaPad Slim 5 14IMH9 83DA001NVN,Lenovo IdeaPad Slim 5 14IRL8 i5-13500H,0.75,0.8169014084507042
Lenovo IdeaPad Slim 5 14IRL8 OLED,Lenovo IdeaPad Slim 5 14IMH9 83DA001NVN,Lenovo IdeaPad Slim 5 14IRL8 i5-13500H,0.75,0.8169014084507042
Lenovo ThinkPad X13 GEN 4,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkPad E14 Gen 4 i7 1255U,0.6557377049180328,0.711864406779661
Lenovo ThinkPad T14S GEN 4,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkPad E14 Gen 4 i7 1255U,0.6451612903225806,0.7333333333333334
Dell Inspiron 5630 H6KRV,Dell Inspiron 3530 N3530I716W1 Silver,Dell Inspiron 15 N3530 i5 1335U,0.6229508196721312,0.6545454545454545
Lenovo ThinkPad X1 Carbon Gen 11 21HM009KVN OLED,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkPad X1 Carbon Gen 9 i7-1165G7/20XW00GDVN,0.7142857142857143,0.74
Lenovo ThinkBook 16 G6 IRL 21KH00BVVN,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Lenovo ThinkBook 16 G6 IRL i5-13500H,0.6849315068493151,0.821917808219178
LG Gram 2023 14Z90R-G.AH75A5,LG Gram 2023 14Z90R GAH75A5,LG Gram 14T90R-G.AH55A5 i5 1340P,0.9454545454545454,0.7
LG Gram 2023 14Z90RS-G.AH54A5,LG Gram 2023 14Z90R GAH75A5,LG Gram 14T90R-G.AH55A5 i5 1340P,0.8928571428571429,0.6885245901639344
LG Gram 2023 14ZD90R-G.AX51A5,LG Gram 2023 14Z90R GAH75A5,LG Gram 14T90R-G.AH55A5 i5 1340P,0.8571428571428572,0.6557377049180328
LG Gram 2023 16Z90R-G.AH76A5,LG Gram 2023 16Z90R GAH76A5,LG Gram 14T90R-G.AH55A5 i5 1340P,0.9454545454545454,0.6333333333333333
LG Gram 2023 16ZD90R-G.AX55A5,LG Gram 2023 14Z90R GAH75A5,LG Gram 14T90R-G.AH55A5 i5 1340P,0.8214285714285714,0.6557377049180328
LG Gram 2023 17Z90R-G.AH78A5,LG Gram 2023 17Z90R GAH78A5,LG Gram 14T90R-G.AH55A5 i5 1340P,0.9454545454545454,0.6333333333333333
Dell Latitude 3420 L3420I5SSDF,Dell Latitude 3520 P108F001 70280538,Dell Vostro V3520 i5 1235U_71030559,0.6363636363636364,0.4307692307692308
Apple Macbook Air MLY33SA/A,ASUS Vivobook 16 M1605YA MB303W,Macbook Air M3 13 2024 8CPU 8GPU/8GB/256GB,0.4137931034482759,0.46376811594202894
Apple Macbook Air MLXY3SA/A,ASUS Zenbook 14 OLED UX3405MA PP588W,Macbook Air 13 2020 M1/8GB/256GB SSD,0.38095238095238093,0.4444444444444444
HP Pavilion 15-eg2057TU 6K787PA,HP Pavilion 15 eg3091TU 8C5L2PA,HP Pavilion 15-eg2083TU i5 1240P,0.7419354838709677,0.7301587301587302
LG Gram 17Z90Q-G.AH74A5,LG Gram 2022 17Z90Q-G.AH74A5,LG Gram 14T90R-G.AH55A5 i5 1340P,0.9019607843137255,0.6545454545454545
Asus Vivobook A1403ZA-LY072W,Asus Vivobook 15 OLED A1505VA L1201W,Asus Vivobook X1404ZA-NK075W i3 1215U,0.65625,0.7076923076923076
Apple Macbook Air Z15Y00051,ASUS Expertbook B1 B1402CBA NK1535W,Macbook Air 13 2020 M1/8GB/256GB SSD,0.4193548387096774,0.5079365079365079
Asus Vivobook Pro 15 M6500QC-MA005W,Asus Vivobook 15 OLED A1505VA L1201W,Asus Vivobook Pro K3405VC-KM070W i9 13900H,0.619718309859155,0.6493506493506493
Lenovo Legion Gaming 5 Pro 16IAH7H,gaming Lenovo Legion Pro 5 16IRX9 83DF0047VN,Lenovo Legion Pro 5 16IRX9 i9 14900HX,0.5641025641025641,0.619718309859155
Asus TUF Gaming FA506ICB-HN355W,gaming ASUS TUF Gaming A15 FA506NC HN011W,Asus TUF Gaming FA506NC-HN011W R5-7535HS,0.6111111111111112,0.7605633802816901
Asus ExpertBook B5402FEA-HY0126W,ASUS Expertbook B1 B1402CBA NK1535W,Asus Vivobook X1502ZA-BQ126W i5 1240P,0.5671641791044777,0.5217391304347826
HP Pavilion 15-eg2083TU 7C0W9PA,HP Pavilion 15 eg3093TU 8C5L4PA,HP Pavilion 15-eg2083TU i5 1240P,0.7741935483870968,0.8253968253968254
HP Pavilion 14-dv2069TU 7C0P1PA,HP Pavilion 15 eg3091TU 8C5L2PA,HP Pavilion 14-dv2071TU i7 1255U,0.6774193548387097,0.7619047619047619
Apple Macbook Air MGN93SA/A,ASUS Expertbook B1 B1402CBA NK1535W,Macbook Air 13 2020 M1/8GB/256GB SSD,0.3870967741935484,0.47619047619047616
Apple Macbook Air MGND3SA/A,ASUS Expertbook B1 B1402CBA NK1535W,Macbook Air 13 2020 M1/8GB/256GB SSD,0.3870967741935484,0.47619047619047616
Apple Macbook Pro MYD82 SA/A Apple M1 8Gb/ 256Gb,ASUS Vivobook 14 OLED A1405VA KM257W,Macbook Air 13 2020 M1/8GB/256GB SSD,0.38095238095238093,0.5
Microsoft Surface  Go,Acer Swift X SFX14 71G 75CV,Macbook Air 13 2020 M1/8GB/256GB SSD,0.33333333333333337,0.3157894736842105
Microsoft Surface  Go,Acer Swift X SFX14 71G 75CV,Macbook Air 13 2020 M1/8GB/256GB SSD,0.33333333333333337,0.3157894736842105
Microsoft Surface Pro 7 Plus,Acer Aspire 7 A715 76 53PJ,MacBook Pro 14 2023 M3 Pro 12 CPU/18 GPU/18GB/1TB,0.37037037037037035,0.33766233766233766
Microsoft Surface Pro 7 Plus,Acer Aspire 7 A715 76 53PJ,MacBook Pro 14 2023 M3 Pro 12 CPU/18 GPU/18GB/1TB,0.37037037037037035,0.33766233766233766
Microsoft Surface Pro 8,Acer Swift X14 SFX14 71G 78SY,MacBook Pro 14 2023 M3 Pro 12 CPU/18 GPU/18GB/1TB,0.34615384615384615,0.33333333333333337
Máy tính bảng Microsoft Pro 8 Core i5/16GB/ 256G/ 13inch Platinum,gaming Acer Nitro 5 Tiger AN515 58 5193,Macbook Air 13 2020 M1/16GB/256GB SSD,0.3653846153846154,0.3921568627450981
Acer Gaming Nitro AN515 57-5669 NH.QEHSV.001,gaming Acer Nitro V ANV15 51 75GS,Acer Nitro Gaming AN515-57-5669 i5 11400H,0.5454545454545454,0.6352941176470588
Asus Vivobook M3401QA-KM006W,Asus VivoBook 14 OLED M1405YA KM047W,Asus Vivobook S3405VA-KM071W i9 13900H,0.65625,0.696969696969697
Asus Gaming ROG Strix SCAR 18 G834JY-N6039W,gaming ASUS ROG Strix SCAR 18 G834JY N6039W,Asus ROG Strix SCAR 18 G834JYR-R6011W i9-14900HX,0.8372093023255813,0.7252747252747253
Lenovo Legion Gaming Slim 5 16IRH8 82YA008HVN,gaming Lenovo Legion Slim 5 16APH8 82Y9002YVN,Lenovo IdeaPad Slim 5 16IAH8 i5 12450H,0.7333333333333334,0.6265060240963856
Microsoft Surface Pro 9,gaming Acer Predator Helios 16 PH16 72 95ZM,Lenovo Legion Pro 5 16IRX9 i9 14900HX,0.33333333333333337,0.33333333333333337
HP 240 G10 8F134PA,HP Pavilion 15 eg3093TU 8C5L4PA,HP 240 G10 i3-N305,0.44897959183673475,0.6666666666666667
Lenovo Legion Gaming 5 Pro 16IRX8,gaming Lenovo Legion Pro 5 16IRX9 83DF0047VN,Lenovo Legion Pro 5 16IRX9 i9 14900HX,0.6233766233766234,0.6571428571428571
Asus Vivobook 16 M1605YA-MB303W,ASUS Vivobook 16 M1605YA MB303W,Asus Vivobook M1605YA-MB303W R7 7730U,0.8709677419354839,0.8235294117647058
Asus Vivobook X415EA-EK1387W,Asus VivoBook 14 OLED M1405YA KM047W,Asus Vivobook X1404ZA-NK387W i3 1215U,0.625,0.7076923076923076
Asus Vivobook X415EA-EB935W,Asus Vivobook 15 OLED A1505VA L1114W,Asus Vivobook X1605VA-MB105W i5 1335U,0.6349206349206349,0.6875
Asus Vivobook A515EA-L11970W,Asus Vivobook 15 OLED A1505VA L1114W,Asus Vivobook A1505VA-L1201W i9 13900H,0.6875,0.7272727272727273
Asus Vivobook A415EA-EK2429W,Asus VivoBook 14 OLED M1405YA KM047W,Asus Vivobook A1405VA-KM257W i5 13500H,0.625,0.6666666666666667
HP ProBook 450 G10 873D3PA,HP Pavilion 15 eg3091TU 8C5L2PA,HP ProBook 440 G10 i7 1360P,0.45614035087719296,0.7924528301886793
MSI Gaming Stealth 16StudioA13VG057VN,MSI Stealth 16 Studio A13VG 057VN,MSI Gaming Katana 15 B13VFK-676VN i7 13620H,0.8571428571428572,0.525
Lenovo LOQ Gaming 15IRH8,gaming Lenovo LOQ 15IRH8 82XV00Q4VN,Lenovo Gaming LOQ - 15IRX9 i7 13650HX,0.576271186440678,0.6229508196721312
Asus Vivobook 14 X1404VA-NK125W,ASUS Vivobook 14 OLED A1405VA KM257W,Asus Vivobook 14 X1404ZA-NK389W i7-1255U,0.6865671641791045,0.8169014084507042
MSI Modern 14 C7M-212VN,MSI Modern 14 C11M 011VN,MSI Modern 14 C7M-221VN R7 7730U,0.8085106382978724,0.8
Asus TUF Gaming 15 FX507ZV4-LP041W,gaming ASUS TUF Gaming F15 FX507ZV4 LP042W,Asus TUF Gaming FX507ZV4-LP041W i7 12700H,0.7631578947368421,0.8266666666666667
Lenovo Legion Gaming Slim 5 16IRH8 82YA00BUVN,gaming Lenovo Legion Slim 5 16APH8 82Y9002YVN,Lenovo IdeaPad Slim 5 16IAH8 i5 12450H,0.7333333333333334,0.6024096385542168
Apple Macbook Pro 14 Z15G001MJ,ASUS Expertbook B1 B1402CBA NK1535W,Asus Vivobook Pro K3405ZF-KM184W i5-12500H,0.4307692307692308,0.5
Apple Macbook Pro 14 Z15G001MC,ASUS Expertbook B1 B1402CBA NK1535W,Asus Vivobook Pro K3405ZF-KM184W i5-12500H,0.4307692307692308,0.5
Asus Vivobook 14X OLED S3405VA-KM072W,Asus VivoBook 14 OLED M1405YA KM047W,Asus Vivobook S3405VA-KM071W i9 13900H,0.821917808219178,0.72
MSI Gaming Cyborg 15 A12VF-267VN,gaming MSI Cyborg 15 A12VE 240VN,MSI Gaming Cyborg 15 A12UCX-618VN i5 12450H,0.71875,0.7466666666666666
Microsoft Surface Pro 9,gaming Acer Predator Helios 16 PH16 72 95ZM,Lenovo Legion Pro 5 16IRX9 i9 14900HX,0.33333333333333337,0.33333333333333337
Apple Macbook Air 15 MQKR3SA/A,ASUS Vivobook 16 M1605YA MB303W,Macbook Air 13 2020 M1/8GB/256GB SSD,0.42622950819672134,0.48484848484848486
Apple Macbook Air 15 MQKW3SA/A,ASUS Vivobook 16 M1605YA MB303W,Macbook Air 13 2020 M1/8GB/256GB SSD,0.42622950819672134,0.48484848484848486
Asus TUF Gaming FX517ZE-HN888W,gaming ASUS TUF Gaming F15 FX507VI LP088W,Asus TUF Gaming FX517ZC-HN077W i5 12450H,0.5633802816901409,0.7428571428571429
Asus TUF Gaming FX517ZM-HN480W,gaming ASUS TUF Gaming F15 FX507ZV4 LP042W,Asus TUF Gaming FX517ZC-HN077W i5 12450H,0.5833333333333333,0.7714285714285715
Asus Vivobook A1403ZA-LY153W,Asus Vivobook 15 OLED A1505VA L1114W,Asus Vivobook  A1503ZA-L1139W i5 12500H,0.65625,0.7462686567164178
Asus Gaming ROG Strix G16 G614JI-N4084W,gaming ASUS ROG Strix G16 G614JVR N4141W,Asus ROG Strix G18 G814JIR-N6007W i9-14900HX,0.7341772151898734,0.6506024096385542
Asus TUF Gaming 15 FX507ZU4-LP520W,gaming ASUS TUF Gaming F15 FX507ZV4 LP042W,Asus TUF Gaming F15 FX507VU-LP197W i7-13620H,0.7105263157894737,0.7692307692307692
Asus Vivobook Pro 15 OLED K6502VU-MA090W,Asus Vivobook 15 OLED A1505VA L1201W,Asus Vivobook 15 OLED A1505VA-L1113W i5 13500H,0.736842105263158,0.6511627906976745
Asus Vivobook X515EA-EJ3633W,Asus Vivobook 15 OLED A1505VA L1114W,Asus Vivobook X1504VA-NJ526W i5 1335U,0.59375,0.7076923076923076
Asus Vivobook M1503QA-L1028W,Asus Vivobook 15 OLED A1505VA L1201W,Asus Vivobook M3504YA-L1268W R5 7530U,0.6875,0.7384615384615385
Microsoft Surface Pro 8,Acer Swift X14 SFX14 71G 78SY,MacBook Pro 14 2023 M3 Pro 12 CPU/18 GPU/18GB/1TB,0.34615384615384615,0.33333333333333337
Microsoft Surface Go 3,Acer Swift X SFX14 71G 75CV,Acer Swift Go SFG14-41-R19Z R5 7530U,0.36734693877551017,0.3448275862068966
Asus Vivobook M1403QA-LY023W,Asus VivoBook 14 OLED M1405YA KM047W,Asus Vivobook M1605YA-MB303W R7 7730U,0.625,0.676923076923077
Microsoft Surface Pro 7 i5/8G/128Gb - 128Gb/ 12.3Inch/ Wifi/Bluetooth//kèm Keyboard,gaming Acer Predator Helios 18 PH18 72 908N,MacBook Pro 14 2023 M3 Pro 12 CPU/18 GPU/18GB/1TB,0.2834645669291339,0.3308270676691729
Apple Macbook Air M1 7GPU/16Gb/256Gb Silver - Z127000DE,Dell Inspiron 3530 N3530I716W1 Silver,Macbook Air 13 2020 M1/16GB/256GB SSD,0.34782608695652173,0.5652173913043479
Apple Macbook Air M1 8GPU/16Gb/512Gb Space Grey - Z1250004D,Lenovo ThinkPad E16 Gen 1 21JN005MVN,Macbook Air M3 13 2024 8CPU 10GPU/16GB/512GB,0.33684210526315794,0.5436893203883495
Microsoft Surface Pro 7,Acer Swift X SFX14 71G 75CV,MacBook Pro 14 2023 M3 Pro 12 CPU/18 GPU/18GB/1TB,0.36,0.3055555555555556
Microsoft Surface Pro 7,Acer Swift X SFX14 71G 75CV,MacBook Pro 14 2023 M3 Pro 12 CPU/18 GPU/18GB/1TB,0.36,0.3055555555555556
Microsoft Surface Pro 7,Acer Swift X SFX14 71G 75CV,MacBook Pro 14 2023 M3 Pro 12 CPU/18 GPU/18GB/1TB,0.36,0.3055555555555556
Microsoft Surface Pro 7,Acer Swift X SFX14 71G 75CV,MacBook Pro 14 2023 M3 Pro 12 CPU/18 GPU/18GB/1TB,0.36,0.3055555555555556
Microsoft Surface Pro 7,Acer Swift X SFX14 71G 75CV,MacBook Pro 14 2023 M3 Pro 12 CPU/18 GPU/18GB/1TB,0.36,0.3055555555555556
Microsoft Surface Go 2,Acer Swift X SFX14 71G 75CV,MacBook Air M2 13 2022 8CPU 8GPU 8GB 256GB,0.36734693877551017,0.3125
Microsoft Surface Go 2,Acer Swift X SFX14 71G 75CV,MacBook Air M2 13 2022 8CPU 8GPU 8GB 256GB,0.36734693877551017,0.3125
Microsoft Surface Pro 7,Acer Swift X SFX14 71G 75CV,MacBook Pro 14 2023 M3 Pro 12 CPU/18 GPU/18GB/1TB,0.36,0.3055555555555556
Apple Macbook Air MGN73  Apple M1 8Gb/ 512Gb,Acer Aspire 7 A715 76 53PJ,Macbook Air M3 13 2024 8CPU 10GPU/8GB/512GB,0.4,0.5747126436781609
Apple Macbook Air MGNA3  Apple M1 8Gb/ 512Gb,Acer Aspire 5 A514 56P 562P,Macbook Air M3 13 2024 8CPU 10GPU/8GB/512GB,0.3943661971830986,0.5747126436781609
Apple Macbook Air MGNE3  Apple M1 8Gb/ 512Gb,Acer Aspire 5 A514 56P 562P,Macbook Air M3 13 2024 8CPU 10GPU/8GB/512GB,0.3943661971830986,0.5747126436781609
